date,上市公司数,上市证券数,中小板指,创业板指,市场总成交金额（元）,平均股票价格（元）,深证成指,深证综指,股票平均市盈率,股票平均换手率,股票总市值（元）,股票总股本（股）,股票成交金额（元）,股票流通市值（元）,股票流通股本（股）
2012-09-11,1530.0,2122.0,4442.38,761.73,87856667711.35,10.12,8739.47,896.57,22.16,1.44,7222804107716.11,714002391264.0,74966997968.38,4636088041874.09,512166688019.0
2012-09-12,1531.0,2124.0,4461.02,762.51,85517426580.22,10.17,8786.73,901.29,22.27,1.44,7262531569745.13,714069091264.0,73687776985.21,4663111779054.33,512184563293.0
2012-09-13,1531.0,2125.0,4399.95,749.89,80115200378.26,10.03,8691.0,888.49,21.95,1.35,7159754838822.23,714102032875.0,68670968023.9,4602748933129.28,512307689156.0
2012-09-14,1531.0,2125.0,4401.45,744.46,84953444215.29,10.04,8740.05,889.72,21.98,1.42,7169367814012.72,714103982875.0,70292097640.6,4615331918708.9,512308953948.0
2012-09-17,1531.0,2125.0,4296.96,724.15,72152113910.34,9.74,8483.69,864.19,21.35,1.21,6963977191284.11,714608557024.0,58756594480.96,4483548290301.44,512442213911.0
2012-09-18,1531.0,2125.0,4271.31,723.61,56275698033.71,9.69,8390.15,859.44,21.24,0.87,6926117654987.55,714696557024.0,43783302875.25,4457806957736.52,512555784859.0
2012-09-19,1531.0,2126.0,4306.74,728.25,56109366225.53,9.76,8431.74,865.73,21.39,0.88,6976082595019.85,714696557024.0,44107351826.08,4491686794972.88,512647521001.0
2012-09-20,1533.0,2129.0,4188.48,706.69,66151628299.86,9.48,8202.2,840.21,20.76,1.11,6774864038072.54,715030226630.0,54299740222.1,4365287908436.91,513140562272.0
2012-09-21,1534.0,2140.0,4136.49,691.14,60793494889.43,9.4,8201.53,834.15,20.61,0.94,6728440232197.41,715628564630.0,46933705029.94,4344463434522.98,513334420231.0
2012-09-24,1534.0,2142.0,4171.47,690.34,56327857153.89,9.47,8310.94,840.59,20.77,0.84,6779652926451.11,715628564630.0,41614777130.68,4380507812551.98,513354496383.0
2012-09-25,1534.0,2142.0,4150.43,682.34,52029357631.35,9.41,8284.25,835.51,20.65,0.77,6738647687829.51,715754656230.0,38128577966.98,4356759369448.15,513425904608.0
2012-09-26,1534.0,2146.0,4057.75,661.49,50743342233.99,9.19,8193.37,816.79,20.18,0.8,6587707822006.75,716703903230.0,37887662478.13,4265419999484.52,513717837807.0
2012-09-27,1536.0,2148.0,4163.02,676.96,66223753156.54,9.43,8486.27,837.96,20.71,1.05,6762018498813.87,716983277930.0,51407757108.21,4380914789802.75,514044668255.0
2012-09-28,1536.0,2150.0,4264.83,689.64,70871248799.38,9.61,8679.22,853.83,21.12,1.06,6894444574242.34,717596086756.0,53829531215.57,4464734464143.39,514230635253.0
2012-10-08,1536.0,2151.0,4228.8,690.77,60244091715.77,9.56,8540.08,849.3,21.01,0.8,6858452182525.85,717595960756.0,40260820230.3,4439293446093.92,514591726424.0
2012-10-09,1537.0,2152.0,4341.77,712.7,79481905982.96,9.81,8743.86,871.92,21.57,1.24,7042570820599.16,717682630756.0,62332325349.95,4552346724570.36,514614377090.0
2012-10-10,1537.0,2152.0,4393.56,721.85,76283696033.87,9.91,8773.68,880.37,21.77,1.37,7110295223706.14,717682632456.0,63953753923.15,4593575546198.1,514617953767.0
2012-10-11,1539.0,2154.0,4336.52,711.8,75266774899.26,9.77,8665.09,867.21,21.45,1.3,7013572946893.36,718099927638.0,62941779444.76,4532452270064.69,514719174168.0
2012-10-12,1539.0,2156.0,4310.06,708.87,66394698817.94,9.75,8650.19,865.62,21.41,1.09,7000483523360.74,718099927638.0,52082322713.07,4524707135917.56,514791887147.0
2012-10-15,1539.0,2156.0,4273.73,701.96,67288721409.42,9.68,8621.97,859.47,21.25,0.99,6950396474935.07,718099927638.0,49207578998.89,4501965346323.65,514872711096.0
2012-10-16,1539.0,2156.0,4290.57,705.39,64184824094.31,9.71,8645.54,862.14,21.32,0.95,6971816860336.23,718204927638.0,49123682224.25,4513191803327.85,514933433171.0
2012-10-17,1539.0,2156.0,4299.49,709.09,58028255678.05,9.72,8641.18,863.71,21.36,0.96,6984505917695.17,718385189638.0,45305689887.51,4520069644115.53,515002759291.0
2012-10-18,1539.0,2157.0,4373.3,720.52,76338884151.71,9.89,8798.2,878.64,21.73,1.37,7104739344282.33,718385189638.0,62393064392.93,4597232022041.95,515059622569.0
2012-10-19,1539.0,2159.0,4361.85,719.45,67099698496.64,9.88,8796.42,877.29,21.74,1.13,7108624663751.76,719363279638.0,53366250305.66,4591056820293.7,515065309896.0
2012-10-22,1539.0,2160.0,4374.69,724.28,64953785288.21,9.94,8829.44,882.03,21.86,1.05,7146650585662.72,719363279638.0,49869464671.6,4628928984173.0,516799743070.0
2012-10-23,1539.0,2163.0,4312.64,711.26,69595995856.05,9.8,8686.48,869.96,21.56,1.17,7048674196705.21,719597092373.0,55403824089.63,4581058957864.95,518011518726.0
2012-10-24,1539.0,2164.0,4278.62,707.75,60526786818.97,9.76,8653.91,866.45,21.46,1.13,7020249208907.57,719597092373.0,47917024497.05,4568223208610.92,518270893147.0
2012-10-25,1539.0,2167.0,4244.32,697.44,63803908297.75,9.66,8602.81,858.04,21.25,1.22,6952694100163.46,719622202373.0,50210654125.4,4529147206666.06,518323059826.0
2012-10-26,1539.0,2168.0,4161.01,685.33,65946997632.78,9.46,8414.85,840.52,20.82,1.06,6811238008084.72,719869797347.0,47730318701.75,4435164067178.5,518627891573.0
2012-10-29,1539.0,2168.0,4172.11,688.12,52158020709.05,9.45,8376.56,839.45,20.8,0.75,6802574936640.36,719869693347.0,34398971247.77,4434763882156.21,519957490082.0
2012-10-30,1539.0,2168.0,4159.57,689.61,52676707725.49,9.47,8394.24,840.93,20.84,0.82,6814547456046.32,719873877047.0,37706013465.01,4445183887747.56,520168345463.0
2012-10-31,1539.0,2168.0,4177.88,691.65,50422257267.36,9.51,8469.8,844.8,20.93,0.83,6845928019429.08,719873877047.0,37381801312.69,4470392788927.51,520301541591.0
2012-11-01,1539.0,2168.0,4247.09,701.78,67771683932.04,9.69,8663.15,860.45,21.32,1.18,6972188933797.65,719874788073.0,54402587982.26,4554276239833.77,520305371123.0
2012-11-02,1540.0,2169.0,4237.02,701.38,62643048888.52,9.71,8679.69,862.78,21.38,1.07,6994483241229.51,720199854335.0,47984084500.86,4572457304176.54,520730486815.0
2012-11-05,1540.0,2172.0,4202.16,692.87,64573594258.36,9.66,8654.74,858.6,21.27,1.03,6960379421514.62,720203203441.0,47731990445.75,4556068495633.15,521066043588.0
2012-11-06,1540.0,2172.0,4176.9,690.5,66294994966.64,9.6,8589.87,853.33,21.14,1.11,6918389893814.43,720355391411.0,50333682839.16,4527998925127.55,521397784461.0
2012-11-07,1540.0,2172.0,4175.03,689.75,55388541685.5,9.59,8561.2,851.64,21.1,0.9,6904635561910.3,720355569409.0,42354415867.88,4523335376041.9,521663016250.0
2012-11-08,1540.0,2172.0,4075.0,675.85,57333935575.41,9.36,8399.38,831.71,20.61,0.99,6743961547245.18,720376476157.0,44954751133.81,4420457662657.52,521742428911.0
2012-11-09,1540.0,2173.0,4054.25,672.67,49413628204.17,9.32,8356.67,828.46,20.53,0.77,6717584011153.21,720377632948.0,35124023708.24,4405719695455.3,521872205938.0
2012-11-12,1540.0,2173.0,4053.51,676.6,53081192484.86,9.37,8391.9,832.38,20.62,0.81,6749412420310.61,720377731088.0,37342107841.19,4432270762193.09,522378780361.0
2012-11-13,1540.0,2173.0,3973.29,667.33,54850166570.38,9.18,8234.6,816.15,20.22,0.88,6622112771285.73,721207052527.0,40001891992.66,4345612109919.95,522399012959.0
2012-11-14,1540.0,2173.0,3980.01,665.19,48054571366.95,9.21,8283.56,818.6,20.28,0.75,6641928299444.64,721207128070.0,35312985595.24,4363119629078.36,522677435804.0
2012-11-15,1540.0,2172.0,3929.19,659.21,47027739850.29,9.07,8186.06,805.91,19.97,0.77,6540530831363.17,721400429666.0,34725608502.22,4296934652860.55,522806308104.0
2012-11-16,1540.0,2172.0,3906.7,656.2,48216823780.18,9.0,8118.15,800.2,19.84,0.72,6495091215365.93,721423140055.0,33303690021.3,4263777950473.34,522802985890.0
2012-11-19,1540.0,2172.0,3900.33,656.94,48012321031.08,9.01,8060.54,800.84,19.85,0.68,6500426992837.75,721449819780.0,32407598665.44,4266303529755.54,522925134732.0
2012-11-20,1540.0,2177.0,3891.32,656.61,47453714755.89,8.99,8052.79,799.35,19.82,0.69,6488350670596.1,721449822780.0,32587689145.05,4259682052843.29,522868942403.0
2012-11-21,1540.0,2178.0,3922.74,660.03,52422370329.16,9.09,8150.84,808.0,20.03,0.84,6560374661518.39,721661107865.0,38307398934.36,4306723856078.71,522868212941.0
2012-11-22,1540.0,2177.0,3871.15,651.83,45694875607.35,8.99,8047.52,798.55,19.79,0.71,6483902426945.53,721661109925.0,32718174168.88,4256476588239.69,522912694111.0
2012-11-23,1540.0,2177.0,3878.38,651.43,47596328915.01,9.01,8114.74,800.95,19.85,0.67,6503288834953.6,721661110925.0,31633249562.44,4271987364159.98,522923014721.0
2012-11-26,1540.0,2177.0,3817.89,638.88,46156101005.43,8.88,8016.07,789.49,19.56,0.63,6410630425163.33,721661034123.0,29930079597.4,4221039132695.39,523305043747.0
2012-11-27,1540.0,2181.0,3723.59,616.28,53346112574.4,8.62,7936.74,765.52,18.97,0.85,6216858637395.79,721660346037.0,37101908726.45,4118555666996.7,524385655668.0
2012-11-28,1540.0,2181.0,3656.6,607.67,45309932201.71,8.45,7854.06,750.97,18.61,0.72,6099252863961.63,721662902176.0,31377439773.59,4040277816743.48,524335053473.0
2012-11-29,1540.0,2181.0,3632.55,603.17,44440259099.17,8.37,7808.96,743.43,18.43,0.68,6038344814371.67,721663083666.0,30435160158.66,4005816861815.83,524359967890.0
2012-11-30,1540.0,2181.0,3678.21,606.77,47482897090.28,8.47,7903.25,752.84,18.66,0.74,6115177015872.55,721740200041.0,30878789714.31,4055152038092.79,524358239486.0
2012-12-03,1540.0,2181.0,3590.62,593.66,49866217657.29,8.27,7710.88,734.28,18.2,0.77,5965565861606.48,721779486655.0,33968139551.86,3959318671252.16,524560164182.0
2012-12-04,1540.0,2181.0,3639.55,600.8,52410339447.59,8.37,7801.75,743.62,18.44,0.85,6041071192958.74,721779491655.0,36421533264.99,4009537123083.57,524880295030.0
2012-12-05,1540.0,2181.0,3780.13,624.82,77252614462.99,8.69,8091.68,771.72,19.14,1.44,6269062066403.99,721848206246.0,62037248794.77,4158092536725.18,524942004021.0
2012-12-06,1540.0,2181.0,3758.6,624.32,59271939449.27,8.66,8071.49,769.9,19.09,1.02,6255482000505.53,721955033739.0,44363468282.45,4149757275106.59,525171432364.0
2012-12-07,1540.0,2181.0,3826.26,637.49,81091157255.38,8.85,8189.68,786.05,19.5,1.47,6387809802851.19,722188743259.0,62723892644.76,4233442284244.11,525186076598.0
2012-12-10,1540.0,2181.0,3883.67,646.32,84539778641.22,8.98,8265.79,798.39,19.8,1.55,6487518620687.52,722189025198.0,68168954456.02,4298569219395.12,525377167091.0
2012-12-11,1540.0,2189.0,3853.84,641.17,72195717391.41,8.93,8220.54,793.34,19.68,1.29,6446114857646.13,722189030277.0,56041652321.47,4278341035483.2,525657978457.0
2012-12-12,1540.0,2189.0,3848.22,639.51,62343227021.35,8.93,8246.06,793.29,19.68,1.09,6445695078930.95,722190310137.0,47969446819.81,4277162960883.14,525665097646.0
2012-12-13,1540.0,2189.0,3808.6,632.18,59158014541.43,8.82,8171.35,783.86,19.45,1.04,6369346617563.85,722204455096.0,44307882357.62,4228257317899.74,525747656231.0
2012-12-14,1540.0,2187.0,3962.54,656.22,106764501704.03,9.19,8530.9,816.19,20.35,1.97,6625095723303.01,721051085556.0,86319412048.4,4389378004566.14,524318380855.0
2012-12-17,1540.0,2187.0,3950.18,649.61,103132825592.5,9.23,8600.33,819.58,20.43,1.82,6652497692229.58,721051261690.0,84221680327.87,4415347802338.17,525009166573.0
2012-12-18,1540.0,2187.0,3943.01,646.05,96670279709.62,9.2,8592.63,817.36,20.36,1.67,6634760799678.09,721051713160.0,76952687839.99,4407390476548.99,525435665920.0
2012-12-19,1540.0,2188.0,3976.77,652.1,80150874159.45,9.26,8639.56,822.72,20.51,1.36,6678088556194.71,721051791567.0,63420301481.59,4433153716701.83,525439963211.0
2012-12-20,1540.0,2188.0,3981.38,658.31,85062840304.27,9.32,8693.23,827.57,20.62,1.4,6717229530070.77,721051927408.0,67975207166.76,4455037352904.41,525501904834.0
2012-12-21,1540.0,2188.0,3993.13,668.09,100996308162.85,9.34,8658.35,829.64,20.68,1.56,6733959758143.21,721051972375.0,78230853298.03,4457523711490.1,525536401493.0
2012-12-24,1540.0,2188.0,4019.75,679.76,88862983847.23,9.41,8631.37,835.71,20.84,1.3,6783057937949.75,721051853526.0,67954301300.52,4488721738114.18,526082499876.0
2012-12-25,1540.0,2189.0,4105.99,694.12,124418454955.99,9.63,8891.57,855.79,21.35,2.07,6946432599054.5,721090909641.0,101406813839.31,4597156988166.42,526136486442.0
2012-12-26,1540.0,2189.0,4169.17,709.08,114891894974.04,9.79,8940.68,869.35,21.71,1.96,7060841650517.87,721530989513.0,95627116427.89,4658883463764.96,526218587430.0
2012-12-27,1540.0,2189.0,4145.52,699.57,116000055872.4,9.71,8939.85,862.82,21.54,1.96,7009259410672.47,721586438913.0,95885766930.06,4632159654078.87,526236699937.0
2012-12-28,1540.0,2190.0,4191.09,707.67,102533296897.44,9.83,9026.99,872.96,21.81,1.62,7097866982608.68,722293829997.0,81526000121.55,4685230367914.53,526328051835.0
2012-12-31,1540.0,2190.0,4236.6,713.86,109408645123.08,9.93,9116.48,881.17,22.02,1.71,7165918184921.34,721599678183.0,87851299235.25,4736380917137.88,525688882672.0
2013-01-04,1540.0,2190.0,4172.74,705.34,118204136030.44,9.88,9096.07,877.76,21.89,1.82,7147598120571.01,723177581864.0,93979890891.76,4733558594880.54,526943156903.0
2013-01-07,1540.0,2190.0,4205.12,718.11,107449652732.6,9.97,9108.47,885.49,22.08,1.72,7210369231472.6,723184974599.0,86810368167.79,4784283863475.36,527962321059.0
2013-01-08,1540.0,2190.0,4270.25,733.14,122470900781.01,10.08,9110.45,895.15,22.32,2.09,7288665599465.29,723185108499.0,105019128498.58,4832429985605.12,528060068323.0
2013-01-09,1540.0,2195.0,4312.19,734.51,122668329548.42,10.11,9154.87,897.81,22.39,2.08,7316900666584.47,723735121394.0,105632486875.51,4852821104746.87,528431227769.0
2013-01-10,1540.0,2192.0,4337.44,741.18,107980907253.89,10.16,9170.06,902.19,22.5,1.84,7352489414541.97,723735251471.0,91196581583.87,4877895769983.56,528637658366.0
2013-01-11,1540.0,2192.0,4272.7,731.59,125488359285.99,9.98,9017.73,886.13,22.11,2.01,7222213517864.69,723741346206.0,102498957950.38,4785672999740.08,528644299721.0
2013-01-14,1540.0,2192.0,4458.1,760.55,143260829585.82,10.34,9316.27,918.33,22.92,2.25,7483964866559.97,724024846606.0,120278502254.92,4956878644942.16,529256345370.0
2013-01-15,1540.0,2192.0,4548.86,778.6,158766907068.01,10.5,9381.69,932.55,23.28,2.64,7599385682034.35,724025441894.0,139670624569.23,5032137187969.7,529435985812.0
2013-01-16,1540.0,2193.0,4554.52,774.49,140938007054.88,10.46,9355.48,929.73,23.2,2.41,7576497723295.85,724025537949.0,122913675854.67,5020245656218.11,529325250130.0
2013-01-17,1540.0,2192.0,4502.45,768.31,111405624391.49,10.38,9309.23,921.7,23.01,1.8,7516314533681.41,724326903587.0,94263554905.06,4978536825505.16,529350939935.0
2013-01-18,1540.0,2193.0,4566.37,787.39,120991144051.94,10.53,9432.3,935.7,23.36,1.92,7630045385811.24,724327054941.0,99053789568.03,5058939566483.97,529735088111.0
2013-01-21,1540.0,2193.0,4556.99,792.6,126983822969.59,10.61,9562.85,942.5,23.54,1.99,7685224291395.12,724329699465.0,105344761888.44,5107574426524.48,530175876187.0
2013-01-22,1540.0,2193.0,4488.15,775.14,133413749724.49,10.46,9536.36,928.9,23.19,2.12,7574744953097.69,724330187155.0,114422020349.21,5047356090813.11,530449579805.0
2013-01-23,1540.0,2193.0,4494.84,778.48,108014259967.73,10.47,9548.31,930.4,23.23,1.72,7586920842519.59,724331593970.0,91021471810.23,5056728014671.58,530406439952.0
2013-01-24,1540.0,2195.0,4401.51,757.87,132803825166.98,10.26,9444.08,911.53,22.76,2.14,7440264310130.77,725108534433.0,113957858257.51,4962081568856.27,530533569904.0
2013-01-25,1540.0,2195.0,4399.36,762.85,92325055605.38,10.24,9357.13,909.52,22.8,1.34,7423964459290.28,725116975422.0,72443912008.66,4950046035315.18,530447765108.0
2013-01-28,1540.0,2196.0,4489.93,784.76,113450729887.87,10.5,9618.92,932.61,23.38,1.66,7611816367516.6,725118163667.0,92213466448.46,5087551556333.57,531072524257.0
2013-01-29,1540.0,2196.0,4524.99,791.67,126229770768.98,10.6,9704.66,941.28,23.6,1.88,7682335541824.75,725119145010.0,106531540490.8,5134105642323.59,531094399610.0
2013-01-30,1540.0,2198.0,4513.25,783.68,121571096048.94,10.61,9783.84,942.6,23.63,1.9,7693120130959.75,725120200140.0,102689716605.39,5151653855561.54,531096929462.0
2013-01-31,1540.0,2196.0,4471.13,776.01,111863013881.48,10.54,9667.67,936.21,23.47,1.74,7641143408658.32,725120967900.0,94218379455.46,5119944043162.83,531191860347.0
2013-02-01,1540.0,2197.0,4499.35,782.36,119757521419.45,10.63,9820.29,944.28,23.68,1.78,7711368733825.2,725383218999.0,98056982419.64,5162816709957.82,531201587812.0
2013-02-04,1540.0,2201.0,4440.97,771.9,132864824515.19,10.54,9760.83,935.8,23.46,2.0,7642671265240.44,725403913966.0,110802920536.65,5124958954120.26,531500498727.0
2013-02-05,1540.0,2201.0,4507.66,780.98,108807995253.48,10.66,9945.98,947.0,23.7,1.68,7733809053441.18,725404891346.0,91073298179.8,5194449241284.43,531662342518.0
2013-02-06,1540.0,2201.0,4544.56,791.26,98340210512.08,10.71,9922.72,951.52,23.82,1.46,7771215652825.0,725534308588.0,83322803963.81,5212620171659.62,531706360473.0
2013-02-07,1540.0,2201.0,4615.93,805.59,96316911799.62,10.77,9904.78,956.73,23.95,1.4,7813561740221.48,725533797777.0,81604324235.81,5236569665820.66,531790672950.0
2013-02-08,1540.0,2206.0,4680.39,823.03,105914760570.0,10.94,9989.09,969.52,24.31,1.47,7943793094779.63,726007223819.0,87088359208.14,5306795790420.5,530324373167.0
2013-02-18,1540.0,2205.0,4668.71,835.28,118291876523.24,10.95,9795.91,970.09,24.32,1.65,7948700654529.48,726015769439.0,94774992079.96,5307133931008.43,530832428445.0
2013-02-19,1539.0,2202.0,4583.08,819.71,114870095143.04,10.74,9550.93,951.71,23.87,1.75,7796463468283.06,725637254130.0,95786628410.77,5203801934957.31,530589284417.0
2013-02-20,1539.0,2202.0,4687.99,850.86,111080150707.45,10.94,9645.87,969.38,24.33,1.62,7941273531200.04,725648469683.0,93192787596.14,5295956415815.45,530597926926.0
2013-02-21,1539.0,2202.0,4603.36,839.3,133801595456.3,10.73,9396.11,950.01,23.85,1.99,7782723944358.03,725648569701.0,114093764978.8,5235519370762.22,534065943237.0
2013-02-22,1539.0,2202.0,4599.5,838.76,104591847942.96,10.7,9364.54,947.69,23.79,1.43,7763794970311.17,725654045948.0,85064475829.91,5222431999771.54,534081246638.0
2013-02-25,1539.0,2201.0,4649.52,855.69,101121753116.52,10.79,9342.37,955.79,24.0,1.35,7832404697645.05,726042204740.0,80072376395.19,5266173429818.15,535092764532.0
2013-02-26,1539.0,2202.0,4579.8,851.22,120359447900.05,10.65,9208.03,943.33,23.7,1.65,7730395971729.58,726042204740.0,98603225152.59,5200614705500.57,535400768713.0
2013-02-27,1539.0,2205.0,4576.44,846.09,101819321889.73,10.67,9333.24,945.86,23.8,1.42,7752581943338.3,726287511888.0,82377166965.11,5220703784260.22,535407175045.0
2013-02-28,1539.0,2206.0,4656.51,861.1,120701454937.39,10.91,9641.44,966.42,24.16,1.72,7921033099838.81,726296156976.0,99464950249.78,5339582040337.23,535459818302.0
2013-03-01,1539.0,2206.0,4706.83,884.89,132301675546.63,11.03,9650.14,977.36,24.44,1.84,8010695338129.51,726302163340.0,109118462069.13,5392835096485.79,535499492495.0
2013-03-04,1539.0,2206.0,4577.63,863.5,156262125443.27,10.64,9139.75,942.8,23.57,2.36,7727129070361.91,726435000104.0,130686656459.24,5196355609058.35,536236139344.0
2013-03-05,1539.0,2207.0,4708.96,888.1,125432668685.23,10.88,9341.35,964.68,24.12,1.81,7906342440001.74,726451327468.0,104577600309.67,5314056689663.93,536337749896.0
2013-03-06,1539.0,2207.0,4784.67,902.9,146090030710.24,11.05,9431.17,979.19,24.49,2.28,8025220721846.85,726455425960.0,127055067449.34,5388800534048.8,536352414864.0
2013-03-07,1539.0,2209.0,4702.45,877.34,141896592636.17,10.93,9393.69,968.34,24.22,2.2,7936496237162.08,726465054608.0,123437740305.5,5339502575524.84,536349191032.0
2013-03-08,1539.0,2210.0,4647.4,864.7,107960395772.2,10.81,9285.83,958.23,23.89,1.52,7856931749061.97,726821550497.0,85959119322.43,5287841644696.18,536701419916.0
2013-03-11,1539.0,2210.0,4671.15,869.15,89707149691.98,10.8,9277.16,958.43,23.89,1.28,7862611371996.01,727762679425.0,70143845850.41,5286334410135.84,537009130381.0
2013-03-12,1539.0,2210.0,4548.35,839.84,111653935945.73,10.54,9163.64,935.38,23.26,1.71,7676593497565.02,728659197137.0,94599751816.23,5173192243474.12,537331138975.0
2013-03-13,1539.0,2210.0,4518.12,834.05,83755088860.78,10.44,9073.22,927.08,23.05,1.26,7608743218906.92,728669739327.0,68661361340.89,5122637394479.28,537332420948.0
2013-03-14,1539.0,2208.0,4564.71,842.04,82133011963.15,10.48,9087.25,930.6,23.13,1.05,7638385741446.39,728838846567.0,60732807056.33,5142067226182.33,537506105737.0
2013-03-15,1539.0,2209.0,4578.31,853.91,103262310791.87,10.51,9099.29,933.3,23.18,1.4,7660693250488.43,728860929554.0,81271979864.27,5153427429407.52,537515483963.0
2013-03-18,1539.0,2208.0,4511.8,852.12,92583218286.92,10.39,8999.02,922.57,22.94,1.19,7572685017144.13,728862314279.0,69944699154.13,5098906240826.05,538029117906.0
2013-03-19,1539.0,2208.0,4516.68,842.69,87526614863.38,10.41,9034.04,924.53,22.93,1.18,7589309521611.43,729106096307.0,66764526972.39,5114320390847.49,538237705105.0
2013-03-20,1539.0,2208.0,4646.13,866.27,103841449949.67,10.69,9317.97,949.82,23.54,1.54,7797580975369.68,729279691796.0,85857968859.21,5254711565117.74,538273016407.0
2013-03-21,1539.0,2210.0,4699.43,882.73,109239423859.55,10.79,9326.29,958.39,23.75,1.62,7876673474874.69,730293169347.0,92382878076.94,5296904896837.33,538280658210.0
2013-03-22,1539.0,2210.0,4723.53,882.0,99181031445.8,10.81,9343.41,960.84,24.03,1.42,7896756955990.77,730551975966.0,79104835496.99,5311097435245.3,538501035451.0
2013-03-25,1539.0,2210.0,4730.95,881.76,98182110743.82,10.8,9313.13,959.93,24.19,1.37,7891801232890.4,730875197398.0,77321189658.92,5306460662200.25,538629686759.0
2013-03-26,1539.0,2208.0,4711.27,876.36,97695616882.98,10.73,9226.64,953.36,24.21,1.37,7842773772365.87,731281681392.0,78170080413.56,5274532837834.32,539325492150.0
2013-03-27,1538.0,2207.0,4704.58,882.75,93261696419.76,10.75,9225.13,955.24,24.32,1.29,7858976594805.96,731299938499.0,74388996614.19,5289776373959.72,539622571177.0
2013-03-28,1538.0,2208.0,4610.57,867.51,102152160952.6,10.46,8959.26,930.14,23.78,1.49,7653592264695.65,731887542824.0,82832996123.4,5154143934104.34,540028782876.0
2013-03-29,1538.0,2210.0,4614.6,866.46,81629202616.94,10.43,8889.77,927.89,23.9,1.08,7637329177797.47,732067936994.0,61351159601.95,5143376207588.1,540107864962.0
2013-04-01,1538.0,2211.0,4611.9,877.0,85732498088.9,10.5,8937.76,933.69,24.17,1.12,7684594495035.58,732103122299.0,64442790768.78,5182341809009.21,540519733855.0
2013-04-02,1538.0,2211.0,4498.44,845.16,93186978180.16,10.35,8960.46,921.42,23.64,1.31,7583332045501.09,733002023387.0,76407760110.46,5130508187023.76,541267922213.0
2013-04-03,1538.0,2212.0,4478.41,835.14,86163429680.88,10.25,8964.47,913.32,23.41,1.19,7516689174113.73,733184171603.0,66297282587.11,5090167026186.6,541357821525.0
2013-04-08,1538.0,2212.0,4538.68,853.48,96733970066.71,10.31,8953.84,918.5,23.55,1.23,7561576937202.6,733404941276.0,71332919986.96,5112205429822.53,541399268815.0
2013-04-09,1538.0,2213.0,4570.2,861.99,86528260786.99,10.4,8993.11,926.22,23.61,1.15,7625441157732.7,733438265975.0,66231510963.95,5158723361320.87,541540953123.0
2013-04-10,1538.0,2214.0,4549.87,850.53,84008865222.9,10.35,8962.3,921.86,23.53,1.11,7589405789051.5,733594541180.0,66373475443.9,5141518281755.42,541881640901.0
2013-04-11,1538.0,2219.0,4519.63,847.78,73469714904.72,10.31,8920.71,919.12,23.46,1.01,7566649897726.69,734003763543.0,56567323797.56,5128252776513.78,542475143270.0
2013-04-12,1538.0,2219.0,4497.9,846.61,75080748534.45,10.23,8835.15,912.65,23.6,0.97,7512664913472.75,734362794839.0,54757490129.91,5094743454923.97,542677383246.0
2013-04-15,1538.0,2219.0,4437.33,836.34,74709292176.33,10.09,8733.44,900.46,23.25,0.97,7412385415396.51,734512961144.0,52784160297.87,5028810026392.51,542863124359.0
2013-04-16,1538.0,2219.0,4489.08,846.05,73958928418.04,10.18,8852.42,909.95,23.55,1.0,7490051053634.77,735792687848.0,55338281710.5,5082639924742.75,543691165659.0
2013-04-17,1538.0,2220.0,4561.43,867.51,76904979747.59,10.29,8894.37,919.87,23.8,0.99,7572250369819.8,736228265848.0,59374681940.02,5133728961052.67,544143254979.0
2013-04-18,1538.0,2219.0,4571.72,873.48,80004608435.52,10.32,8888.02,923.14,23.85,1.04,7606910863257.23,737453276641.0,63385973006.94,5148699548955.07,544387425496.0
2013-04-19,1538.0,2220.0,4658.77,892.21,109478840878.52,10.54,9111.19,943.42,24.52,1.48,7773431762726.3,737870421991.0,86504082386.94,5260778343069.57,544791681748.0
2013-04-22,1538.0,2220.0,4692.58,916.02,111027884882.54,10.57,9057.62,949.1,24.71,1.53,7819653860398.06,739655636793.0,89893798441.8,5287445835509.81,546187293537.0
2013-04-23,1538.0,2220.0,4561.81,893.79,111266409018.77,10.28,8793.13,923.42,24.13,1.5,7609695492608.31,740399340379.0,89640906113.87,5145776939565.45,546619078212.0
2013-04-24,1538.0,2223.0,4665.75,923.41,112832171242.91,10.5,8911.65,943.78,24.71,1.52,7780011178929.94,741132644468.0,91908662765.31,5252632336019.31,546957532893.0
2013-04-25,1538.0,2223.0,4573.56,903.63,118792994094.67,10.32,8772.58,927.8,24.21,1.65,7649639156518.0,741459942866.0,100140388660.44,5169426929105.87,547268279643.0
2013-04-26,1537.0,2225.0,4481.2,889.38,97541235285.04,10.13,8691.39,912.62,23.91,1.26,7526944085490.09,742735785488.0,73941065636.25,5087575007623.08,547042539521.0
2013-05-02,1537.0,2225.0,4503.34,913.65,86688338798.21,10.19,8718.2,918.48,24.15,1.01,7574998086483.58,743343872688.0,61822531327.65,5124180959273.38,547832578520.0
2013-05-03,1537.0,2225.0,4594.76,939.21,109164833702.03,10.37,8847.67,936.58,24.62,1.37,7725820503536.21,745053274728.0,83257867111.53,5222455498899.98,548701318534.0
2013-05-06,1537.0,2226.0,4694.29,958.02,118469535277.23,10.55,8997.08,953.98,25.08,1.53,7868430423154.18,745849050838.0,95039892703.62,5333213374197.27,549923006603.0
