,A_exchangeRate,A_istVol,A_marketValue,A_marketValue1,A_negotiableValue,A_negotiableValue1,A_productType,A_profitRate,A_profitRate1,A_searchDate,A_trdAmt,A_trdAmt1,A_trdTm,A_trdTm1,A_trdVol,A_trdVol1,B_exchangeRate,B_istVol,B_marketValue,B_marketValue1,B_negotiableValue,B_negotiableValue1,B_productType,B_profitRate,B_profitRate1,B_searchDate,B_trdAmt,B_trdAmt1,B_trdTm,B_trdTm1,B_trdVol,B_trdVol1,SH_exchangeRate,SH_istVol,SH_marketValue,SH_marketValue1,SH_negotiableValue,SH_negotiableValue1,SH_productType,SH_profitRate,SH_profitRate1,SH_searchDate,SH_trdAmt,SH_trdAmt1,SH_trdTm,SH_trdTm1,SH_trdVol,SH_trdVol1,date
4122,0.6316,908,165389.22,165389.2174971374,135178.42,135178.4206978266,1,15.11,15.112,2011-08-08,1169.47,1169.47039444,675.83,675.8285,1094787.07,1094787.0686,0.6344,54,832.26,832.2565327287,832.26,832.2565327287,2,14.43,14.429,2011-08-08,6.53,6.52800062,5.1,5.096,8519.22,8519.2235,0.6316,962,166221.47,166221.4740298661,136010.68,136010.6772305553,12,15.11,15.109,2011-08-08,1176,1175.99839506,680.92,680.9245,1103306.29,1103306.2921,2011-08-08
4123,0.4555,1197,290043.16,290043.158081879,244353.23,244353.2323108067,1,16.17,16.172,2017-01-23,1490.74,1490.74057786,700.69,700.6896,1334175.71,1334175.7102,0.1532,51,1027.25,1027.2472566141,1027.25,1027.2472566141,2,27.7,27.699,2017-01-23,1.51,1.50947209,1.14,1.1375,2358.01,2358.0115,0.4539,1248,291070.41,291070.4053384931,245380.48,245380.4795674208,12,16.2,16.196,2017-01-23,1520.7,1520.7041001,701.93,701.9285,1402405.52,1402405.5157,2017-01-23
4124,1.0393,854,126965.48,126965.4764456388,38455.46,38455.4569059233,1,18.19,18.192,2008-08-22,364.11,364.10856104,334.03,334.0276,461981.56,461981.5593,0.2033,54,527.79,527.7867609347,527.79,527.7867609347,2,13.64,13.639,2008-08-22,1.03,1.02990813,1.47,1.472,2464.38,2464.3768,1.0171,908,127493.26,127493.2632065735,38983.24,38983.243666858,12,18.17,18.169,2008-08-22,365.14,365.13846917,335.5,335.4996,464445.94,464445.9361,2008-08-22
4125,0.3389,911,165559.57,165559.5705476322,135931.2,135931.1980087959,1,15.11,15.108,2011-09-07,619.31,619.30780959,342.61,342.6062,595267.95,595267.9484,0.1948,54,820.65,820.6500221554,820.65,820.6500221554,2,14.53,14.533,2011-09-07,1.55,1.54938259,1.51,1.5057,2615.65,2615.6537,0.3378,965,166380.22,166380.2205697876,136751.85,136751.8480309513,12,15.11,15.105,2011-09-07,620.86,620.85719218,344.11,344.1119,597883.6,597883.6021,2011-09-07
4126,,,,,,,1,,,2014-04-06,,,,,,,,,,,,,2,,,2014-04-06,,,,,,,,,,,,,12,,,2014-04-06,,,,,,,2014-04-06
4127,0.4453,943,147101.25,147101.2531121164,122126.2,122126.2014944323,1,11.46,11.458,2012-09-12,691.31,691.31484753,397.21,397.2115,839345.26,839345.2635,0.2105,54,712.19,712.1947291433,712.19,712.1947291433,2,11.86,11.861,2012-09-12,1.47,1.46728157,1.42,1.424,2861.03,2861.0282,0.4436,997,147813.45,147813.4478412597,122838.4,122838.3962235756,12,11.46,11.46,2012-09-12,692.9,692.89976065,398.64,398.6363,842391.96,842391.9617,2012-09-12
4128,2.6537,840,130568.67,130568.6658258823,36542.14,36542.1415306255,1,43.63,43.629,2007-07-03,846.54,846.5371928,459.71,459.7089,686230.21,686230.208,0.994,54,952.56,952.5600141434,952.56,952.5600141434,2,40.18,40.184,2007-07-03,8.53,8.53256825,5.31,5.3137,11261.96,11261.9627,2.584,894,131521.23,131521.2258400257,37494.7,37494.7015447689,12,43.6,43.603,2007-07-03,855.07,855.06976105,465.02,465.0226,697492.17,697492.1707,2007-07-03
4129,,,,,,,1,,,2003-03-08,,,,,,,,,,,,,2,,,2003-03-08,,,,,,,,,,,,,12,,,2003-03-08,,,,,,,2003-03-08
4130,0.7613,895,194067.16,194067.1565452923,157375.17,157375.167977896,1,23.35,23.352,2011-04-22,1397.88,1397.87984746,753.6,753.6014,1253483.96,1253483.9637,0.4069,54,1068.11,1068.1089164042,1068.11,1068.1089164042,2,25.69,25.688,2011-04-22,3.68,3.68032715,2.71,2.7073,5282.6,5282.5951,0.7585,949,195135.27,195135.2654616965,158443.28,158443.2768943002,12,23.36,23.363,2011-04-22,1401.56,1401.56017461,756.31,756.3087,1258766.56,1258766.5588,2011-04-22
4131,,,,,,,1,,,1998-05-30,,,,,,,,,,,,,2,,,1998-05-30,,,,,,,,,,,,,12,,,1998-05-30,,,,,,,1998-05-30
4132,1.9617,854,99109.72,99109.7158024551,29766.04,29766.0404855145,1,15.28,15.281,2008-11-10,566.45,566.44673939,494.97,494.9741,905437.82,905437.8222,0.6231,54,339.38,339.3808623286,339.38,339.3808623286,2,10.6,10.601,2008-11-10,2.34,2.34363061,3.43,3.4324,7551.81,7551.8106,1.9274,908,99449.1,99449.0966647837,30105.42,30105.4213478431,12,15.26,15.259,2008-11-10,568.79,568.79037,498.41,498.4065,912989.63,912989.6328,2008-11-10
4133,0.3904,944,140157.98,140157.9809787401,118841.01,118841.0102408114,1,10.25,10.249,2013-07-01,631.67,631.66934063,318.83,318.8255,786522.13,786522.1259,0.1852,54,755.82,755.8215399858,755.82,755.8215399858,2,11.22,11.216,2013-07-01,1.24,1.24452851,1.59,1.5937,2720.88,2720.8843,0.3889,998,140913.8,140913.8025187259,119596.83,119596.8317807972,12,10.25,10.254,2013-07-01,633.98,633.98066204,320.43,320.4287,791701.61,791701.6076,2013-07-01
4134,,,,,,,1,,,2016-10-15,,,,,,,,,,,,,2,,,2016-10-15,,,,,,,,,,,,,12,,,2016-10-15,,,,,,,2016-10-15
4135,0.771,864,173764.16,173764.1553418075,113661.24,113661.2368325083,1,26.86,26.86,2010-03-18,1083.3,1083.29823859,618.81,618.8106,909822.47,909822.4721,0.3808,54,856.12,856.1223912988,856.12,856.1223912988,2,21.55,21.548,2010-03-18,3.21,3.21450943,2.35,2.3525,4704.77,4704.7682,0.7669,918,174620.28,174620.2777331063,114517.36,114517.3592238071,12,26.83,26.828,2010-03-18,1086.51,1086.51274802,621.16,621.1631,914527.24,914527.2403,2010-03-18
4136,6.6795,841,143172.76,143172.7584344488,41177.29,41177.2916892109,1,45.58,45.576,2007-05-29,2435.21,2435.21365293,1136.25,1136.2509,1672593.22,1672593.2239,4.3365,54,1238.92,1238.9182928212,1238.92,1238.9182928212,2,50.83,50.831,2007-05-29,51.09,51.08925185,23.71,23.7139,48383.2,48383.1989,6.5795,895,144411.68,144411.67672727,42416.21,42416.2099820321,12,45.62,45.617,2007-05-29,2486.3,2486.30290478,1159.96,1159.9648,1720976.42,1720976.4228,2007-05-29
4137,-,171,0,0,0,0,1,,,1995-05-08,1.79,1.79221628,3.57,3.5694,2570,2569.9995,-,30,0,0,0,0,2,,,1995-05-08,0.12,0.12277,0.03,0.0298,432.4,432.3985,-,201,0,0,0,0,12,,,1995-05-08,1.91,1.91498628,3.6,3.5992,3002.4,3002.398,1995-05-08
4138,-,200,0,0,0,0,1,,,1996-05-23,15.71,15.70639046,46.79,46.785,29242.08,29242.0777,-,28,0,0,0,0,2,,,1996-05-23,0.19,0.19220345,0.08,0.0762,615.13,615.132,-,228,0,0,0,0,12,,,1996-05-23,15.9,15.89859391,46.86,46.8612,29857.21,29857.2097,1996-05-23
4139,0.8407,1241,308151.58,308151.5776512788,256803.78,256803.7751403411,1,17.11,17.107,2017-04-05,2731.94,2731.94022434,1166.29,1166.2926,2480112.32,2480112.3204,0.4381,51,1056.18,1056.17996091,1056.18,1056.17996091,2,28.1,28.099,2017-04-05,4.37,4.36532927,3.17,3.1715,6744.7,6744.6974,0.8386,1292,309207.76,309207.7576121888,257859.96,257859.9551012511,12,17.13,17.13,2017-04-05,2753.79,2753.78587664,1169.66,1169.6637,2520510.46,2520510.459,2017-04-05
4140,,,,,,,1,,,1998-02-22,,,,,,,,,,,,,2,,,1998-02-22,,,,,,,,,,,,,12,,,1998-02-22,,,,,,,1998-02-22
4141,1.3102,768,28572.11,28572.1136331765,7682.98,7682.9755823584,1,35.54,35.538,2003-12-18,103.56,103.55918872,111.28,111.2784,138627.44,138627.4398,0.144,54,416.45,416.4479215857,416.45,416.4479215857,2,31.01,31.01,2003-12-18,0.69,0.68796637,0.62,0.6244,1365.87,1365.8734,1.2143,822,28988.56,28988.5615547622,8099.42,8099.4235039441,12,35.47,35.468,2003-12-18,104.25,104.24715509,111.9,111.9028,139993.31,139993.3132,2003-12-18
4142,,,,,,,1,,,2017-04-08,,,,,,,,,,,,,2,,,2017-04-08,,,,,,,,,,,,,12,,,2017-04-08,,,,,,,2017-04-08
4143,,,,,,,1,,,2016-03-13,,,,,,,,,,,,,2,,,2016-03-13,,,,,,,,,,,,,12,,,2016-03-13,,,,,,,2016-03-13
4144,0.5244,1089,253578.31,253578.3100748794,219427.18,219427.1795981254,1,14.63,14.629,2016-05-05,1633.3,1633.29930198,805.23,805.2283,1448235.42,1448235.422,0.2172,52,1089.12,1089.1224629284,1089.12,1089.1224629284,2,30.38,30.381,2016-05-05,2.45,2.44616769,1.59,1.5898,3178.56,3178.5647,0.5228,1141,254667.43,254667.4325378078,220516.3,220516.3020610538,12,14.66,14.661,2016-05-05,1659.16,1659.16454224,806.86,806.8644,1499194.32,1499194.3157,2016-05-05
4145,,,,,,,1,,,2016-07-10,,,,,,,,,,,,,2,,,2016-07-10,,,,,,,,,,,,,12,,,2016-07-10,,,,,,,2016-07-10
4146,,,,,,,1,,,2010-10-03,,,,,,,,,,,,,2,,,2010-10-03,,,,,,,,,,,,,12,,,2010-10-03,,,,,,,2010-10-03
4147,1.4492,823,24256.36,24256.3644488957,7153.03,7153.0266164338,1,17.35,17.352,2006-03-07,103.82,103.82493064,99.14,99.1435,219912.1,219912.0988,0.6398,54,316.8,316.8001234947,316.8,316.8001234947,2,16.45,16.449,2006-03-07,2.29,2.292599,2.4,2.3962,6621.86,6621.8601,1.3975,877,24573.16,24573.1645723904,7469.83,7469.8267399285,12,17.34,17.34,2006-03-07,106.12,106.11752964,101.54,101.5397,226533.96,226533.9589,2006-03-07
4148,,,,,,,1,,,2003-03-09,,,,,,,,,,,,,2,,,2003-03-09,,,,,,,,,,,,,12,,,2003-03-09,,,,,,,2003-03-09
4149,-,403,,,,,1,,,1998-08-10,33.19,33.1933495,48.87,48.8739,30936.2,30936.2022,-,44,,,,,2,,,1998-08-10,0.17,0.16737748,0.11,0.1127,1325.54,1325.5377,-,447,,,,,12,,,1998-08-10,33.36,33.36072698,48.99,48.9866,32261.74,32261.7399,1998-08-10
4150,,,,,,,1,,,2017-12-16,,,,,,,,,,,,,2,,,2017-12-16,,,,,,,,,,,,,12,,,2017-12-16,,,,,,,2017-12-16
4151,,,,,,,1,,,2002-01-06,,,,,,,,,,,,,2,,,2002-01-06,,,,,,,,,,,,,12,,,2002-01-06,,,,,,,2002-01-06
4152,-,383,,,,,1,,,1998-05-06,71.21,71.20905214,88.01,88.0116,58516.67,58516.6718,-,40,,,,,2,,,1998-05-06,0.18,0.17726364,0.08,0.076,698.59,698.5916,-,423,,,,,12,,,1998-05-06,71.39,71.38631578,88.09,88.0876,59215.26,59215.2634,1998-05-06
4153,,,,,,,1,,,2008-10-19,,,,,,,,,,,,,2,,,2008-10-19,,,,,,,,,,,,,12,,,2008-10-19,,,,,,,2008-10-19
4154,0.5175,932,161527.82,161527.8168661347,133285.33,133285.3318162155,1,12.61,12.612,2012-05-28,866.9,866.90224949,484.76,484.7606,946388.41,946388.4115,0.3715,54,733.95,733.9502350337,733.95,733.9502350337,2,11.67,11.665,2012-05-28,3.04,3.04121907,2.92,2.9205,4988.7,4988.6996,0.5165,986,162261.77,162261.7671011684,134019.28,134019.2820512492,12,12.61,12.608,2012-05-28,869.98,869.98402669,487.68,487.6813,951499.81,951499.8111,2012-05-28
4155,1.3563,513,22180.98,22180.9762531446,6719.79,6719.7893054519,1,55.34,55.343,2000-09-06,87.34,87.33532155,98.16,98.1586,67099.4,67099.4048,0.5829,55,252.24,252.2415950449,252.24,252.2415950449,2,19.05,19.054,2000-09-06,1.33,1.32574687,0.49,0.4886,4958.86,4958.8643,1.2428,568,22433.22,22433.2178481895,6972.03,6972.0309004968,12,54.22,54.223,2000-09-06,88.66,88.66106842,98.65,98.6472,72058.27,72058.2691,2000-09-06
4156,-,372,,,,,1,,,1997-12-25,41.07,41.06760239,52.94,52.9437,34584.37,34584.3701,-,40,,,,,2,,,1997-12-25,0.11,0.10806072,0.05,0.0544,501.95,501.9546,-,412,,,,,12,,,1997-12-25,41.18,41.17566311,53,52.9981,35086.32,35086.3247,1997-12-25
4157,1.0494,720,28342.34,28342.3417115193,7918.33,7918.3276722638,1,38.48,38.479,2003-04-02,77.14,77.13688345,72.28,72.2769,96465.1,96465.102,0.1564,54,475.48,475.4787907679,475.48,475.4787907679,2,32.79,32.789,2003-04-02,0.65,0.64810067,0.6,0.6032,1444.59,1444.585,0.9679,774,28817.82,28817.8205022872,8393.81,8393.8064630317,12,38.37,38.374,2003-04-02,77.78,77.78498412,72.88,72.8801,97909.69,97909.687,2003-04-02
4158,,,,,,,1,,,1997-02-22,,,,,,,,,,,,,2,,,1997-02-22,,,,,,,,,,,,,12,,,1997-02-22,,,,,,,1997-02-22
4159,,,,,,,1,,,2006-02-05,,,,,,,,,,,,,2,,,2006-02-05,,,,,,,,,,,,,12,,,2006-02-05,,,,,,,2006-02-05
4160,,,,,,,1,,,1996-06-16,,,,,,,,,,,,,2,,,1996-06-16,,,,,,,,,,,,,12,,,1996-06-16,,,,,,,1996-06-16
4161,3.0077,854,113213.98,113213.9770386772,40460.09,40460.0948095929,1,17.31,17.314,2009-02-26,1272.64,1272.64119492,916.57,916.5688,1480369.55,1480369.55,0.7589,54,466.38,466.3839868087,466.38,466.3839868087,2,14.5,14.499,2009-02-26,4.45,4.44796612,4.71,4.7141,9196.54,9196.538,2.9537,908,113680.36,113680.3610254859,40926.48,40926.4787964016,12,17.3,17.301,2009-02-26,1277.09,1277.08916104,921.28,921.2829,1489566.09,1489566.088,2009-02-26
4162,,,,,,,1,,,2004-09-26,,,,,,,,,,,,,2,,,2004-09-26,,,,,,,,,,,,,12,,,2004-09-26,,,,,,,2004-09-26
4163,2.6221,853,197439.78,197439.7771889554,56563.22,56563.2199079308,1,28.34,28.344,2008-05-05,1471.27,1471.27382088,855.64,855.6419,991572.53,991572.5312,0.4856,54,915.64,915.6408076807,915.64,915.6408076807,2,23.18,23.176,2008-05-05,4.78,4.78134218,3.51,3.5135,5706.63,5706.6302,2.5577,907,198355.42,198355.4179966361,57478.86,57478.8607156115,12,28.32,28.317,2008-05-05,1476.06,1476.05516306,859.16,859.1554,997279.16,997279.1614,2008-05-05
4164,0.2951,935,156984.85,156984.8482068812,129523.72,129523.7174821827,1,12.25,12.249,2012-06-20,506.77,506.7700932,301.32,301.3216,542965.63,542965.6316,0.1724,54,768.6,768.6036756752,768.6,768.6036756752,2,12.25,12.253,2012-06-20,2.58,2.58471746,1.55,1.5475,2337.91,2337.9137,0.2942,989,157753.45,157753.4518825564,130292.32,130292.3211578579,12,12.25,12.249,2012-06-20,509.48,509.47536406,302.87,302.8693,545754.89,545754.8853,2012-06-20
4165,0.6378,827,24641.56,24641.5635606542,6804.56,6804.5614745753,1,23.27,23.266,2005-01-28,41.74,41.73921708,53.62,53.6184,80916.05,80916.0508,0.0788,54,301.71,301.7097419685,301.71,301.7097419685,2,20.25,20.253,2005-01-28,0.26,0.26015792,0.35,0.3522,789.52,789.5248,0.5969,881,24943.27,24943.2733026227,7106.27,7106.2712165438,12,23.23,23.227,2005-01-28,42,41.999375,53.97,53.9706,81705.58,81705.5756,2005-01-28
4166,1.8138,1038,351698.57,351698.5680965803,309720.23,309720.2278773445,1,21.49,21.491,2015-05-21,7295.33,7295.32561002,2631.98,2631.979,4652717.85,4652717.8471,1.38,53,1480.37,1480.3705642871,1480.37,1480.3705642871,2,29.15,29.147,2015-05-21,19.45,19.45119362,10.58,10.5824,20905.04,20905.0395,1.8112,1091,353178.94,353178.9386608674,311200.6,311200.5984416316,12,21.51,21.514,2015-05-21,7332.48,7332.48326974,2642.84,2642.8421,4705713.15,4705713.147,2015-05-21
4167,,,,,,,1,,,2003-06-28,,,,,,,,,,,,,2,,,2003-06-28,,,,,,,,,,,,,12,,,2003-06-28,,,,,,,2003-06-28
4168,0.3075,912,163743.65,163743.6505663686,134288.84,134288.8449765433,1,14.94,14.936,2011-09-14,548.77,548.77281878,321.15,321.1485,540282.8,540282.8024,0.1732,54,808.16,808.1648204474,808.16,808.1648204474,2,14.32,14.316,2011-09-14,1.51,1.50988628,1.26,1.2575,2325.65,2325.6484,0.3065,966,164551.82,164551.815386816,135097.01,135097.0097969907,12,14.93,14.933,2011-09-14,550.28,550.28270506,322.41,322.406,542608.45,542608.4508,2011-09-14
4169,,,,,,,1,,,2017-05-28,,,,,,,,,,,,,2,,,2017-05-28,,,,,,,,,,,,,12,,,2017-05-28,,,,,,,2017-05-28
4170,-,178,0,0,0,0,1,,,1995-11-01,16.42,16.41567718,24.61,24.6052,30180.95,30180.9491,-,25,0,0,0,0,2,,,1995-11-01,0.04,0.04137951,0.01,0.0142,175.92,175.9219,-,203,0,0,0,0,12,,,1995-11-01,16.46,16.45705669,24.62,24.6194,30356.87,30356.871,1995-11-01
4171,-,353,,,,,1,,,1997-08-01,30.73,30.72957357,42.08,42.0817,30570.06,30570.0634,-,39,,,,,2,,,1997-08-01,0.33,0.32568509,0.09,0.0919,811.99,811.9932,-,392,,,,,12,,,1997-08-01,31.06,31.05525866,42.17,42.1736,31382.06,31382.0566,1997-08-01
4172,0.3593,944,145977.18,145977.177788666,121447.91,121447.9134167374,1,11.36,11.36,2012-10-12,514.34,514.34188971,317.11,317.1108,682424.41,682424.4051,0.1308,54,700.43,700.4256539636,700.43,700.4256539636,2,11.66,11.664,2012-10-12,0.85,0.84927906,0.91,0.9098,1777.6,1777.6013,0.3576,998,146677.6,146677.6034426296,122148.34,122148.339070701,12,11.36,11.362,2012-10-12,515.56,515.55512445,318.02,318.0212,685237.58,685237.5764,2012-10-12
4173,-,196,0,0,0,0,1,,,1996-04-30,49.59,49.59405077,66.23,66.2291,69236.63,69236.6285,-,37,0,0,0,0,2,,,1996-04-30,0.92,0.92187792,0.18,0.1778,3119.41,3119.412,-,233,0,0,0,0,12,,,1996-04-30,50.52,50.51592869,66.41,66.4069,72356.04,72356.0405,1996-04-30
4174,1.6534,600,30195.71,30195.7141763267,9525.03,9525.0314723801,1,56.14,56.143,2001-05-21,170.53,170.5299209,150.35,150.3455,107804.71,107804.7131,2.8731,54,793.21,793.2075136671,793.21,793.2075136671,2,52.6,52.596,2001-05-21,22.35,22.35414198,9.01,9.0133,24590.91,24590.9116,1.795,654,30988.92,30988.9216899938,10318.24,10318.2389860472,12,56.05,56.049,2001-05-21,192.88,192.88406288,159.36,159.3588,132395.62,132395.6247,2001-05-21
4175,0.0371,270,5289.89,5289.89404917,1250.61,1250.61082763,1,34.79,34.79,1996-11-15,48.89,48.88596325,94.9,94.8956,49786.01,49786.0113,0.0021,36,12.4,12.40195322,12.4,12.40195322,2,9.95,9.946,1996-11-15,0.25,0.25455296,0.15,0.151,863.44,863.4357,0.0288,306,5302.3,5302.29600239,1263.01,1263.01278085,12,33.16,33.155,1996-11-15,49.14,49.14051621,95.05,95.0466,50649.45,50649.447,1996-11-15
4176,,,,,,,1,,,1998-07-18,,,,,,,,,,,,,2,,,1998-07-18,,,,,,,,,,,,,12,,,1998-07-18,,,,,,,1998-07-18
4177,,,,,,,1,,,2007-04-15,,,,,,,,,,,,,2,,,2007-04-15,,,,,,,,,,,,,12,,,2007-04-15,,,,,,,2007-04-15
4178,-,407,,,,,1,,,1998-08-14,33.92,33.91720027,47.55,47.5504,32392.37,32392.3693,-,48,,,,,2,,,1998-08-14,0.4,0.40181334,0.22,0.2227,3303.79,3303.7939,-,455,,,,,12,,,1998-08-14,34.32,34.31901361,47.77,47.7731,35696.16,35696.1632,1998-08-14
4179,0.8949,857,152034.28,152034.2837366148,72557.26,72557.2630950493,1,23.96,23.96,2009-09-28,752.61,752.61424231,501.65,501.6485,713876.65,713876.6506,0.3961,54,660.96,660.9641919849,660.96,660.9641919849,2,16.74,16.736,2009-09-28,2.31,2.31296626,2.22,2.2191,4892.97,4892.9698,0.8873,911,152695.25,152695.2479285997,73218.23,73218.2272870342,12,23.92,23.917,2009-09-28,754.93,754.92720857,503.87,503.8676,718769.62,718769.6204,2009-09-28
4180,-,353,,,,,1,,,1997-07-22,54.17,54.17239073,66.43,66.4305,43988.39,43988.3913,-,40,,,,,2,,,1997-07-22,0.27,0.27471857,0.08,0.0816,540.88,540.8762,-,393,,,,,12,,,1997-07-22,54.45,54.4471093,66.51,66.5121,44529.27,44529.2675,1997-07-22
4181,,,,,,,1,,,2009-07-25,,,,,,,,,,,,,2,,,2009-07-25,,,,,,,,,,,,,12,,,2009-07-25,,,,,,,2009-07-25
4182,1.2199,552,26332.89,26332.8860799443,8034.16,8034.1550198534,1,59.13,59.128,2000-12-26,105.18,105.17522501,97.92,97.9168,68099.14,68099.1425,1.1004,55,335.08,335.0836484125,335.08,335.0836484125,2,25.28,25.281,2000-12-26,3.55,3.54986079,1.17,1.1743,9361.39,9361.3866,1.2041,607,26667.97,26667.9697283568,8369.24,8369.2386682659,12,58.2,58.195,2000-12-26,108.73,108.7250858,99.09,99.0911,77460.53,77460.5291,2000-12-26
4183,0.7145,1395,357381.72,357381.7187806081,305941.13,305941.1265790829,1,19.66,19.664,2018-01-26,2583.07,2583.06564473,1084.83,1084.8291,2227836.28,2227836.2777,0.1551,51,989.7,989.7014350759,989.7,989.7014350759,2,22.96,22.962,2018-01-26,1.64,1.63746882,1.5,1.5033,2424.21,2424.2058,0.7117,1446,358371.42,358371.420215684,306930.83,306930.8280141588,12,19.67,19.672,2018-01-26,2590.1,2590.09704855,1086.42,1086.4232,2243294.34,2243294.3445,2018-01-26
4184,0.4626,932,161593.53,161593.532809132,133308.01,133308.0129473243,1,12.62,12.618,2012-05-23,851.87,851.86681792,458.27,458.2655,844639.2,844639.1982,0.1371,54,758.69,758.686998987,758.69,758.686998987,2,12.06,12.064,2012-05-23,1.08,1.08323367,1.2,1.1993,1840.89,1840.8948,0.4602,986,162352.22,162352.219808119,134066.7,134066.6999463113,12,12.62,12.616,2012-05-23,852.97,852.96505159,459.46,459.4649,846500.09,846500.093,2012-05-23
4185,-,381,,,,,1,,,1998-03-24,36.24,36.23928875,46.8,46.7991,31389.31,31389.3122,-,46,,,,,2,,,1998-03-24,0.26,0.26056706,0.11,0.1084,1037.68,1037.6779,-,427,,,,,12,,,1998-03-24,36.5,36.49985581,46.91,46.9075,32426.99,32426.9901,1998-03-24
4186,1.4114,719,27776.37,27776.3673468484,7781.34,7781.3425952514,1,37.72,37.719,2003-03-28,109.88,109.87608213,101.63,101.6262,129646.27,129646.2654,0.2171,54,474.03,474.0335994867,474.03,474.0335994867,2,32.67,32.667,2003-03-28,0.95,0.94689196,0.88,0.8768,2005.26,2005.2631,1.3023,773,28250.4,28250.4009463351,8255.38,8255.3761947381,12,37.63,37.626,2003-03-28,110.82,110.82297409,102.5,102.503,131651.53,131651.5285,2003-03-28
4187,,,,,,,1,,,1996-05-25,,,,,,,,,,,,,2,,,1996-05-25,,,,,,,,,,,,,12,,,1996-05-25,,,,,,,1996-05-25
4188,0.6861,651,28503.17,28503.1651113449,8102.78,8102.7790686703,1,42.12,42.121,2002-05-09,58.63,58.6264286,61.76,61.7574,54091.71,54091.7074,0.1808,54,551.27,551.2730206433,551.27,551.2730206433,2,38.15,38.154,2002-05-09,0.97,0.97056923,0.71,0.7142,1639.25,1639.2514,0.634,705,29054.44,29054.4381319882,8654.05,8654.0520893136,12,42.04,42.041,2002-05-09,59.6,59.59699783,62.47,62.4716,55730.96,55730.9588,2002-05-09
4189,2.0648,854,138404.7,138404.698535064,55912.8,55912.7964893728,1,22.07,22.072,2009-05-26,1178.3,1178.2981527,783.52,783.5176,1136789.2,1136789.2004,0.7407,54,589.47,589.4700292291,589.47,589.4700292291,2,15.02,15.021,2009-05-26,3.59,3.58725598,3.76,3.7616,8964.16,8964.1617,2.0364,908,138994.17,138994.1685642931,56502.27,56502.2665186019,12,22.03,22.03,2009-05-26,1181.89,1181.88540868,787.28,787.2792,1145753.36,1145753.3621,2009-05-26
4190,0.6634,818,27661.54,27661.5446382761,7492.61,7492.6071752064,1,26.46,26.455,2004-06-28,55.8,55.79970841,63.44,63.4362,78434.28,78434.2775,0.1038,54,338,337.9988163725,338,337.9988163725,2,22.9,22.904,2004-06-28,0.41,0.41313456,0.55,0.5461,1022.98,1022.9784,0.6204,872,27999.54,27999.5434546486,7830.61,7830.6059915789,12,26.41,26.408,2004-06-28,56.21,56.21284297,63.98,63.9823,79457.26,79457.2559,2004-06-28
4191,-,179,0,0,0,0,1,,,1995-11-10,7.54,7.53866631,12.56,12.5582,12131.96,12131.9574,-,30,0,0,0,0,2,,,1995-11-10,0.35,0.34847014,0.07,0.0661,1154.41,1154.4104,-,209,0,0,0,0,12,,,1995-11-10,7.89,7.88713645,12.62,12.6243,13286.37,13286.3678,1995-11-10
4192,,,,,,,1,,,1996-09-01,,,,,,,,,,,,,2,,,1996-09-01,,,,,,,,,,,,,12,,,1996-09-01,,,,,,,1996-09-01
4193,0.4205,933,162220.21,162220.214692874,133860.79,133860.7948097215,1,12.68,12.675,2012-06-01,771.39,771.39154352,416.9,416.897,769595.87,769595.8739,0.1652,54,748.49,748.4942154601,748.49,748.4942154601,2,11.89,11.89,2012-06-01,1.25,1.24900477,1.29,1.2935,2218.15,2218.1504,0.4186,987,162968.71,162968.7089083341,134609.29,134609.2890251816,12,12.67,12.672,2012-06-01,772.67,772.66750239,418.19,418.1906,771885.87,771885.8743,2012-06-01
4194,,,,,,,1,,,1997-07-20,,,,,,,,,,,,,2,,,1997-07-20,,,,,,,,,,,,,12,,,1997-07-20,,,,,,,1997-07-20
4195,0.647,1211,298941.56,298941.5638220185,251429.83,251429.8342796843,1,16.63,16.627,2017-02-14,2052.08,2052.0839667,971.36,971.3646,1896153.72,1896153.7238,0.2254,51,1051.44,1051.4448852588,1051.44,1051.4448852588,2,28.39,28.39,2017-02-14,2.28,2.27718451,1.58,1.5839,3470.05,3470.0464,0.6448,1262,299993.01,299993.0087072773,252481.28,252481.2791649431,12,16.65,16.651,2017-02-14,2066.84,2066.84446796,973.06,973.0624,1938341.83,1938341.8341,2017-02-14
4196,2.2347,823,37883.83,37883.8323510939,10670.86,10670.8619943114,1,21.76,21.758,2006-07-11,242.42,242.41835476,198.59,198.5874,397486.44,397486.4415,0.3135,54,366.66,366.6572135939,366.66,366.6572135939,2,17.68,17.678,2006-07-11,1.31,1.30672439,1.24,1.2409,3368.07,3368.0682,2.1253,877,38250.49,38250.4895646878,11037.52,11037.5192079053,12,21.71,21.713,2006-07-11,243.73,243.72507915,199.83,199.8283,400854.51,400854.5097,2006-07-11
4197,1.0366,824,21950.15,21950.1549181807,6239.22,6239.2155337184,1,15.72,15.724,2005-10-31,64.71,64.70600563,71.5,71.5037,146672.62,146672.6174,0.1622,54,230.88,230.8786921249,230.88,230.8786921249,2,11.93,11.931,2005-10-31,0.46,0.45878694,0.59,0.5891,1678.8,1678.8042,0.977,878,22181.03,22181.0336103056,6470.09,6470.0942258433,12,15.67,15.673,2005-10-31,65.16,65.16479257,72.09,72.0928,148351.42,148351.4216,2005-10-31
