,A_exchangeRate,A_istVol,A_marketValue,A_marketValue1,A_negotiableValue,A_negotiableValue1,A_productType,A_profitRate,A_profitRate1,A_searchDate,A_trdAmt,A_trdAmt1,A_trdTm,A_trdTm1,A_trdVol,A_trdVol1,B_exchangeRate,B_istVol,B_marketValue,B_marketValue1,B_negotiableValue,B_negotiableValue1,B_productType,B_profitRate,B_profitRate1,B_searchDate,B_trdAmt,B_trdAmt1,B_trdTm,B_trdTm1,B_trdVol,B_trdVol1,SH_exchangeRate,SH_istVol,SH_marketValue,SH_marketValue1,SH_negotiableValue,SH_negotiableValue1,SH_productType,SH_profitRate,SH_profitRate1,SH_searchDate,SH_trdAmt,SH_trdAmt1,SH_trdTm,SH_trdTm1,SH_trdVol,SH_trdVol1,date
597,0.458,683,29691.54,29691.5392562451,8416.84,8416.8428074249,1,43.02,43.019,2002-08-30,42.19,42.19465573,43.25,43.2475,38800.82,38800.818,0.0765,54,590.64,590.6359528029,590.64,590.6359528029,2,40.49,40.487,2002-08-30,0.42,0.41996223,0.31,0.3079,706.72,706.7242,0.4205,737,30282.18,30282.175209048,9007.48,9007.4787602278,12,42.97,42.97,2002-08-30,42.61,42.61461796,43.56,43.5554,39507.54,39507.5422,2002-08-30
598,0.4635,950,144082.37,144082.366589381,129398.18,129398.1775828185,1,10.42,10.424,2014-03-20,887.6,887.59976071,469.98,469.9786,1103653.7,1103653.6994,0.2194,53,674.56,674.560447829,674.56,674.560447829,2,10.21,10.209,2014-03-20,1.52,1.52306959,1.67,1.6667,3218.4,3218.4025,0.462,1003,144756.93,144756.92703721,130072.74,130072.7380306475,12,10.42,10.423,2014-03-20,891.43,891.4289402,471.65,471.6506,1112648.46,1112648.4644,2014-03-20
599,,,,,,,1,,,2015-06-13,,,,,,,,,,,,,2,,,2015-06-13,,,,,,,,,,,,,12,,,2015-06-13,,,,,,,2015-06-13
600,0.2843,912,162848.83,162848.8336527352,133568.37,133568.3716422257,1,14.86,14.855,2011-09-13,519.28,519.28229328,302.25,302.248,499494.74,499494.7413,0.1249,54,805.52,805.521725935,805.52,805.521725935,2,14.27,14.273,2011-09-13,1.22,1.22443676,1.05,1.0482,1676.84,1676.838,0.2831,966,163654.36,163654.3553786702,134373.89,134373.8933681607,12,14.85,14.852,2011-09-13,520.51,520.50673004,303.3,303.2962,501171.58,501171.5793,2011-09-13
601,4.6246,821,30579.02,30579.0230614589,9730.74,9730.7381200287,1,19.98,19.979,2006-05-19,412.15,412.15301664,302.27,302.2694,764422.89,764422.8894,0.6222,54,384.98,384.9807656334,384.98,384.9807656334,2,18.62,18.622,2006-05-19,2.19,2.19225773,2.1,2.1012,6440.03,6440.026,4.3888,875,30964,30964.0038270923,10115.72,10115.7188856621,12,19.96,19.962,2006-05-19,414.35,414.34527437,304.37,304.3706,770862.92,770862.9154,2006-05-19
602,,,,,,,1,,,1997-04-26,,,,,,,,,,,,,2,,,1997-04-26,,,,,,,,,,,,,12,,,1997-04-26,,,,,,,1997-04-26
603,,,,,,,1,,,2001-11-10,,,,,,,,,,,,,2,,,2001-11-10,,,,,,,,,,,,,12,,,2001-11-10,,,,,,,2001-11-10
604,0.9143,860,181958.01,181958.008699292,111659.32,111659.3153851012,1,28.51,28.512,2009-12-16,1232.07,1232.07240323,730.32,730.3164,1037771.86,1037771.8577,0.3221,54,858.84,858.8428866031,858.84,858.8428866031,2,21.7,21.696,2009-12-16,2.98,2.98008568,2.26,2.263,3979.47,3979.4739,0.9079,914,182816.85,182816.8515858951,112518.16,112518.1582717043,12,28.47,28.471,2009-12-16,1235.05,1235.05248891,732.58,732.5794,1041751.33,1041751.3316,2009-12-16
605,,,,,,,1,,,2018-01-21,,,,,,,,,,,,,2,,,2018-01-21,,,,,,,,,,,,,12,,,2018-01-21,,,,,,,2018-01-21
606,-,295,,,,,1,,,1997-03-31,89.86,89.85712886,102.75,102.753,80781.57,80781.5722,-,43,,,,,2,,,1997-03-31,0.63,0.63249614,0.19,0.1902,1754.84,1754.8446,-,338,,,,,12,,,1997-03-31,90.49,90.489625,102.94,102.9432,82536.42,82536.4168,1997-03-31
607,,,,,,,1,,,2011-01-22,,,,,,,,,,,,,2,,,2011-01-22,,,,,,,,,,,,,12,,,2011-01-22,,,,,,,2011-01-22
608,1.3001,645,27890.31,27890.3073487532,8001.07,8001.0668676172,1,38.7,38.699,2002-03-22,105.86,105.8605498,108.47,108.468,99303.07,99303.0697,0.3355,54,582.25,582.2524926074,582.25,582.2524926074,2,38.53,38.531,2002-03-22,1.88,1.88000507,1.58,1.5825,3042.11,3042.1068,1.1977,699,28472.56,28472.5598413606,8583.32,8583.3193602246,12,38.7,38.696,2002-03-22,107.74,107.74055487,110.05,110.0505,102345.18,102345.1765,2002-03-22
609,0.0713,261,5784.33,5784.32571554,1320.45,1320.44636996,1,38.49,38.495,1996-10-28,85.28,85.27839368,190.74,190.7356,93712.9,93712.9018,0.0015,37,12.81,12.81256088,12.81,12.81256088,2,10.15,10.152,1996-10-28,0.17,0.17037789,0.09,0.0888,619.27,619.2726,0.0544,298,5797.14,5797.13827642,1333.26,1333.25893084,12,36.65,36.647,1996-10-28,85.45,85.44877157,190.82,190.8244,94332.17,94332.1744,1996-10-28
610,1.4011,709,27396.37,27396.3680824111,7691.32,7691.3164454168,1,37.39,37.388,2003-01-24,90.57,90.57052431,88.6,88.5982,127707.76,127707.7588,0.393,54,492.33,492.3313732175,492.33,492.3313732175,2,33.95,33.946,2003-01-24,1.72,1.71876174,1.4,1.4039,3629.14,3629.1361,1.3084,763,27888.7,27888.6994556286,8183.65,8183.6478186343,12,37.32,37.324,2003-01-24,92.29,92.28928605,90,90.0021,131336.89,131336.8949,2003-01-24
611,,,,,,,1,,,2007-08-25,,,,,,,,,,,,,2,,,2007-08-25,,,,,,,,,,,,,12,,,2007-08-25,,,,,,,2007-08-25
612,0.8719,1062,257737.27,257737.2696864229,224021.68,224021.6835338079,1,15.54,15.544,2015-10-08,2587.46,2587.45888412,1209.81,1209.8115,2338018.22,2338018.2176,0.5233,53,989.67,989.6724791337,989.67,989.6724791337,2,19.11,19.115,2015-10-08,5.44,5.44043663,4.58,4.58,7994.98,7994.9752,0.8699,1115,258726.94,258726.9421655566,225011.36,225011.3560129416,12,15.56,15.555,2015-10-08,2597.9,2597.90000963,1214.43,1214.433,2355351.98,2355351.9825,2015-10-08
613,-,190,0,0,0,0,1,,,1996-04-26,69.29,69.28787019,80.15,80.1475,99161.63,99161.6267,-,32,0,0,0,0,2,,,1996-04-26,0.45,0.44764142,0.09,0.094,1552.14,1552.1358,-,222,0,0,0,0,12,,,1996-04-26,69.74,69.73551161,80.24,80.2415,100713.76,100713.7625,1996-04-26
614,,,,,,,1,,,2002-12-01,,,,,,,,,,,,,2,,,2002-12-01,,,,,,,,,,,,,12,,,2002-12-01,,,,,,,2002-12-01
615,0.8648,1318,310185.52,310185.5183905293,262292.21,262292.2131725761,1,17.13,17.133,2017-08-11,2667.66,2667.66439312,1296.97,1296.9741,2625352.13,2625352.1348,0.3096,51,986.65,986.6461208233,986.65,986.6461208233,2,21.79,21.789,2017-08-11,3.15,3.14537237,2.41,2.4079,4839.17,4839.1721,0.8619,1369,311172.16,311172.1645113526,263278.86,263278.8592933994,12,17.14,17.144,2017-08-11,2678.85,2678.85424543,1299.53,1299.5253,2655538.33,2655538.3297,2017-08-11
616,0.2589,944,139955.88,139955.8812601679,116687.65,116687.6456971534,1,10.89,10.891,2012-11-16,367.51,367.51048993,247.5,247.5015,494488.87,494488.8736,0.1051,54,681.77,681.7678439981,681.77,681.7678439981,2,11.45,11.449,2012-11-16,0.75,0.74963727,0.73,0.7282,1427.93,1427.9282,0.2578,998,140637.65,140637.649104166,117369.41,117369.4135411515,12,10.89,10.894,2012-11-16,368.52,368.52009053,248.23,248.2313,496416.73,496416.7302,2012-11-16
617,,,,,,,1,,,1996-11-02,,,,,,,,,,,,,2,,,1996-11-02,,,,,,,,,,,,,12,,,1996-11-02,,,,,,,1996-11-02
618,,,,,,,1,,,2014-06-07,,,,,,,,,,,,,2,,,2014-06-07,,,,,,,,,,,,,12,,,2014-06-07,,,,,,,2014-06-07
619,0.5036,1079,235853.07,235853.0676510247,205313.11,205313.1054352818,1,14.15,14.147,2016-03-11,1501.18,1501.18307071,735.54,735.5445,1382550.65,1382550.6507,0.2164,52,1037.66,1037.6629249682,1037.66,1037.6629249682,2,21.55,21.552,2016-03-11,2.34,2.33977166,1.77,1.767,3167.08,3167.0844,0.5021,1131,236890.73,236890.7305759929,206350.77,206350.76836025,12,14.17,14.168,2016-03-11,1508.49,1508.48750987,737.35,737.35,1393464.51,1393464.5129,2016-03-11
620,1.9537,821,28946.53,28946.5328490464,9610.21,9610.2065683151,1,18.76,18.762,2006-06-16,186.49,186.49409872,156.55,156.5538,332597.8,332597.8012,0.3012,54,344.89,344.8892147076,344.89,344.8892147076,2,16.47,16.47,2006-06-16,1.24,1.24297755,1.16,1.1631,3128.32,3128.3217,1.8587,875,29291.42,29291.422063754,9955.1,9955.0957830227,12,18.73,18.733,2006-06-16,187.74,187.73707627,157.72,157.7169,335726.12,335726.1229,2006-06-16
621,2.6215,831,53524.23,53524.2333886177,13221.27,13221.2665685452,1,25.53,25.525,2006-11-29,339.69,339.68676309,230.16,230.1579,550771.12,550771.1181,0.8398,54,454.01,454.0051966167,454.01,454.0051966167,2,21.9,21.898,2006-11-29,3.71,3.71403602,3.07,3.0716,9251.68,9251.6829,2.5328,885,53978.24,53978.2385852344,13675.27,13675.2717651619,12,25.49,25.492,2006-11-29,343.4,343.40079911,233.23,233.2295,560022.8,560022.801,2006-11-29
622,2.8798,487,21197.64,21197.635711867,6276.35,6276.3472256606,1,54.97,54.972,2000-06-06,160.15,160.15442152,164.5,164.498,130317.08,130317.0789,1.1116,54,199.92,199.9187492133,199.92,199.9187492133,2,15.84,15.835,2000-06-06,2.02,2.01968247,0.76,0.7605,9056.47,9056.4697,2.61,541,21397.55,21397.5544610803,6476.27,6476.2659748739,12,53.77,53.766,2000-06-06,162.17,162.17410399,165.26,165.2585,139373.55,139373.5486,2000-06-06
623,,,,,,,1,,,2012-07-01,,,,,,,,,,,,,2,,,2012-07-01,,,,,,,,,,,,,12,,,2012-07-01,,,,,,,2012-07-01
624,2.3605,828,38027.46,38027.464897928,11384.45,11384.453282312,1,21.07,21.065,2006-10-16,245.25,245.24685354,184.3,184.3008,460902.68,460902.6834,0.6164,54,408.19,408.1899333095,408.19,408.1899333095,2,19.42,19.42,2006-10-16,2.54,2.5435101,2.18,2.1781,6758.93,6758.925,2.2678,882,38435.65,38435.6548312375,11792.64,11792.6432156215,12,21.05,21.047,2006-10-16,247.79,247.79036364,186.48,186.4789,467661.61,467661.6084,2006-10-16
625,-,172,0,0,0,0,1,,,1995-02-21,0.9,0.89894153,2.16,2.1551,1855.63,1855.6289,-,29,0,0,0,0,2,,,1995-02-21,0.27,0.27209662,0.04,0.0437,778.39,778.388,-,201,0,0,0,0,12,,,1995-02-21,1.17,1.17103815,2.2,2.1988,2634.02,2634.0169,1995-02-21
626,6.9301,841,140853.27,140853.2717786133,40190.24,40190.2435446583,1,44.83,44.833,2007-05-28,2518.23,2518.23240991,1165.78,1165.7754,1725074.19,1725074.1907,5.4773,54,1282.64,1282.6399385842,1282.64,1282.6399385842,2,52.47,52.466,2007-05-28,62.9,62.90241444,26.72,26.7181,61111.55,61111.5508,6.8677,895,142135.91,142135.9117171975,41472.88,41472.8834832425,12,44.89,44.893,2007-05-28,2581.13,2581.13482435,1192.49,1192.4935,1786185.74,1786185.7415,2007-05-28
627,0.4619,943,145084.78,145084.780208093,129500.38,129500.3763942984,1,10.6,10.603,2013-08-06,889.97,889.97224174,448.95,448.9459,1056545.44,1056545.443,0.2181,54,766.44,766.4422902762,766.44,766.4422902762,2,11.29,11.294,2013-08-06,1.87,1.8748705,1.69,1.6941,3349.23,3349.2335,0.4602,997,145851.22,145851.2224983692,130266.82,130266.8186845746,12,10.61,10.606,2013-08-06,902.22,902.22487765,450.65,450.6469,1083602.25,1083602.2461,2013-08-06
628,,,,,,,1,,,1996-07-20,,,,,,,,,,,,,2,,,1996-07-20,,,,,,,,,,,,,12,,,1996-07-20,,,,,,,1996-07-20
629,0.3533,905,171002.07,171002.0728733353,139107.9,139107.8968607919,1,15.64,15.638,2011-06-20,650.71,650.71120244,367.61,367.607,597947.09,597947.0858,0.2389,54,802.17,802.1673051998,802.17,802.1673051998,2,13.8,13.802,2011-06-20,2.38,2.3784944,1.81,1.8138,3198.56,3198.5585,0.3524,959,171804.24,171804.2401785351,139910.06,139910.0641659917,12,15.63,15.629,2011-06-20,653.09,653.08969684,369.42,369.4208,601145.64,601145.6443,2011-06-20
630,,,,,,,1,,,2012-01-08,,,,,,,,,,,,,2,,,2012-01-08,,,,,,,,,,,,,12,,,2012-01-08,,,,,,,2012-01-08
631,0.9127,823,23918.88,23918.8843037014,7114.25,7114.2535757426,1,17.11,17.11,2006-03-10,69.49,69.49176036,64.09,64.0853,138824.24,138824.2376,0.206,54,316.03,316.0320360891,316.03,316.0320360891,2,16.42,16.424,2006-03-10,0.86,0.85819097,0.89,0.8894,2132.03,2132.0307,0.8676,877,24234.92,24234.9163397905,7430.29,7430.2856118317,12,17.1,17.101,2006-03-10,70.35,70.34995133,64.97,64.9747,140956.27,140956.2683,2006-03-10
632,2.169,1053,406007.96,406007.9581355827,353812.76,353812.7564886014,1,24.72,24.719,2015-06-11,9762.13,9762.13186528,3446.13,3446.1253,5643485.9,5643485.9008,0.7839,53,1574.04,1574.0433494586,1574.04,1574.0433494586,2,31.01,31.008,2015-06-11,12.17,12.17036549,6.55,6.5483,11875.55,11875.5474,2.161,1106,407582,407582.0014850413,355386.8,355386.79983806,12,24.74,24.738,2015-06-11,9814.12,9814.11736639,3453.19,3453.1874,5696673.87,5696673.8666,2015-06-11
633,,,,,,,1,,,1996-10-13,,,,,,,,,,,,,2,,,1996-10-13,,,,,,,,,,,,,12,,,1996-10-13,,,,,,,1996-10-13
634,,,,,,,1,,,2001-10-03,,,,,,,,,,,,,2,,,2001-10-03,,,,,,,,,,,,,12,,,2001-10-03,,,,,,,2001-10-03
635,,,,,,,1,,,2002-02-17,,,,,,,,,,,,,2,,,2002-02-17,,,,,,,,,,,,,12,,,2002-02-17,,,,,,,2002-02-17
636,0.8475,1327,326085.75,326085.7502612223,275245.12,275245.1184269707,1,18,17.995,2017-08-28,3061.34,3061.33706204,1265.04,1265.0375,2580007.04,2580007.0404,0.2932,51,1009.3,1009.2974242796,1009.3,1009.2974242796,2,22.47,22.473,2017-08-28,3.19,3.19254268,2.68,2.6826,4581.83,4581.8278,0.8447,1378,327095.05,327095.0476855019,276254.42,276254.4158512503,12,18.01,18.006,2017-08-28,3077.87,3077.87149519,1267.85,1267.8517,2615631.97,2615631.9691,2017-08-28
637,,,,,,,1,,,1997-02-01,,,,,,,,,,,,,2,,,1997-02-01,,,,,,,,,,,,,12,,,1997-02-01,,,,,,,1997-02-01
638,,,,,,,1,,,2012-04-01,,,,,,,,,,,,,2,,,2012-04-01,,,,,,,,,,,,,12,,,2012-04-01,,,,,,,2012-04-01
639,,,,,,,1,,,2010-07-11,,,,,,,,,,,,,2,,,2010-07-11,,,,,,,,,,,,,12,,,2010-07-11,,,,,,,2010-07-11
640,,,,,,,1,,,2011-05-07,,,,,,,,,,,,,2,,,2011-05-07,,,,,,,,,,,,,12,,,2011-05-07,,,,,,,2011-05-07
641,,,,,,,1,,,2009-03-29,,,,,,,,,,,,,2,,,2009-03-29,,,,,,,,,,,,,12,,,2009-03-29,,,,,,,2009-03-29
642,8.3935,840,129364.86,129364.8623818521,35050.61,35050.6070412279,1,41.77,41.765,2007-05-09,2505.93,2505.92809728,1168.29,1168.2929,2026549.04,2026549.0439,5.1851,54,1001.23,1001.2339276831,1001.23,1001.2339276831,2,41.77,41.773,2007-05-09,47.36,47.35854473,19.67,19.6664,57425.45,57425.451,8.2528,894,130366.1,130366.0963095352,36051.84,36051.840968911,12,41.77,41.765,2007-05-09,2553.29,2553.28664201,1187.96,1187.9593,2083974.49,2083974.4949,2007-05-09
643,,,,,,,1,,,2012-11-25,,,,,,,,,,,,,2,,,2012-11-25,,,,,,,,,,,,,12,,,2012-11-25,,,,,,,2012-11-25
644,,,,,,,1,,,2000-04-01,,,,,,,,,,,,,2,,,2000-04-01,,,,,,,,,,,,,12,,,2000-04-01,,,,,,,2000-04-01
645,0.8602,864,169640.64,169640.6399669883,110083.9,110083.9023824225,1,26.38,26.381,2010-02-03,1188.8,1188.79884236,677.61,677.6068,1006805.02,1006805.0232,0.4604,54,825.74,825.7429949927,825.74,825.7429949927,2,20.79,20.786,2010-02-03,4.26,4.25657711,3.22,3.2228,5688.34,5688.344,0.856,918,170466.38,170466.382961981,110909.65,110909.6453774152,12,26.35,26.347,2010-02-03,1193.06,1193.05541947,680.83,680.8296,1012493.37,1012493.3672,2010-02-03
646,,,,,,,1,,,2007-05-20,,,,,,,,,,,,,2,,,2007-05-20,,,,,,,,,,,,,12,,,2007-05-20,,,,,,,2007-05-20
647,6.0812,841,134296.08,134296.0818338105,37374.77,37374.7734740379,1,42.61,42.613,2007-05-21,2021.11,2021.1107752,944.47,944.4744,1500005.81,1500005.8104,5.5305,54,1365.66,1365.6585370544,1365.66,1365.6585370544,2,55.47,55.468,2007-05-21,74.91,74.91245233,29.22,29.218,61704.81,61704.8101,6.0574,895,135661.74,135661.7403708649,38740.43,38740.4320110923,12,42.72,42.715,2007-05-21,2096.02,2096.02322753,973.69,973.6924,1561710.62,1561710.6205,2007-05-21
648,,,,,,,1,,,2012-05-20,,,,,,,,,,,,,2,,,2012-05-20,,,,,,,,,,,,,12,,,2012-05-20,,,,,,,2012-05-20
649,0.9683,853,139316.53,139316.5307775534,40795.73,40795.7312377975,1,19.99,19.987,2008-07-02,434.5,434.50008615,340.43,340.4272,399642.02,399642.0226,0.187,54,707.53,707.5314066134,707.53,707.5314066134,2,18.3,18.297,2008-07-02,1.26,1.26020644,1.46,1.4628,2230.91,2230.9144,0.9464,907,140024.06,140024.0621841668,41503.26,41503.2626444109,12,19.98,19.978,2008-07-02,435.76,435.76029259,341.89,341.89,401872.94,401872.937,2008-07-02
650,,,,,,,1,,,2013-01-13,,,,,,,,,,,,,2,,,2013-01-13,,,,,,,,,,,,,12,,,2013-01-13,,,,,,,2013-01-13
651,,,,,,,1,,,2015-04-11,,,,,,,,,,,,,2,,,2015-04-11,,,,,,,,,,,,,12,,,2015-04-11,,,,,,,2015-04-11
652,0.8613,614,29948.07,29948.0655640516,9465.13,9465.1321688272,1,54.8,54.797,2001-07-24,90.65,90.64600937,88.52,88.5217,58907.54,58907.5447,1.7112,54,665.96,665.9627697801,665.96,665.9627697801,2,44.69,44.687,2001-07-24,11.91,11.90676562,5.97,5.9679,14836.48,14836.4797,0.9569,668,30614.03,30614.0283338317,10131.09,10131.0949386073,12,54.54,54.536,2001-07-24,102.55,102.55277499,94.49,94.4896,73744.02,73744.0244,2001-07-24
653,0.6065,1114,267843.88,267843.8804839593,229743.95,229743.9452918636,1,15.32,15.321,2016-08-25,2011.09,2011.08564106,961.77,961.7653,1740703.58,1740703.5812,0.2392,52,1056.2,1056.2007082206,1056.2,1056.2007082206,2,29,28.998,2016-08-25,2.52,2.51877283,1.69,1.6872,3707.98,3707.982,0.6046,1166,268900.08,268900.0811921799,230800.15,230800.1460000842,12,15.35,15.349,2016-08-25,2031.41,2031.40658672,963.58,963.5783,1798033.61,1798033.6099,2016-08-25
654,2.8107,453,15925.95,15925.9497003713,4468.94,4468.9386885783,1,44.21,44.21,1999-08-09,114.66,114.66070635,130.11,130.1093,103117.18,103117.1847,0.2448,54,160.58,160.5796924581,160.58,160.5796924581,2,11.55,11.548,1999-08-09,0.44,0.44370149,0.2,0.1953,1984.65,1984.6528,2.3463,507,16086.53,16086.5293928294,4629.52,4629.5183810364,12,42.94,42.942,1999-08-09,115.1,115.10440784,130.3,130.3046,105101.84,105101.8375,1999-08-09
655,1.5754,1009,266033.2,266033.198690975,238637.07,238637.0652577193,1,17.28,17.283,2015-03-16,4804.49,4804.49245354,1624.7,1624.7029,3993353.94,3993353.9354,0.5088,53,917.84,917.8412663514,917.84,917.8412663514,2,16.47,16.465,2015-03-16,4.69,4.68848978,3.61,3.6065,7684.45,7684.454,1.569,1062,266951.04,266951.0399573264,239554.91,239554.9065240707,12,17.28,17.28,2015-03-16,4830.97,4830.97030853,1628.5,1628.5007,4024679.95,4024679.9537,2015-03-16
656,0.4487,930,164538.41,164538.4088827011,135568.79,135568.7931037306,1,12.86,12.861,2012-05-10,810.27,810.27497023,434.05,434.0544,816482.49,816482.4905,0.2699,54,776.8,776.7950576235,776.8,776.7950576235,2,12.39,12.389,2012-05-10,2.25,2.25030235,2.07,2.0722,3623.6,3623.5964,0.4474,984,165315.2,165315.2039403246,136345.59,136345.5881613541,12,12.86,12.859,2012-05-10,812.53,812.52527258,436.13,436.1266,820106.09,820106.0869,2012-05-10
657,2.1652,481,19746.33,19746.3270067267,5807.81,5807.8120003851,1,50.06,50.058,2000-04-27,122,122.00345276,123.27,123.2716,94695.27,94695.2683,0.1853,54,157.49,157.4856571767,157.49,157.4856571767,2,11.34,11.335,2000-04-27,0.26,0.26306679,0.15,0.1463,1509.81,1509.8138,1.8543,535,19903.81,19903.8126639034,5965.3,5965.2976575618,12,48.69,48.692,2000-04-27,122.27,122.26651955,123.42,123.4179,96205.08,96205.0821,2000-04-27
658,,,,,,,1,,,2003-01-26,,,,,,,,,,,,,2,,,2003-01-26,,,,,,,,,,,,,12,,,2003-01-26,,,,,,,2003-01-26
659,,,,,,,1,,,2007-02-10,,,,,,,,,,,,,2,,,2007-02-10,,,,,,,,,,,,,12,,,2007-02-10,,,,,,,2007-02-10
660,0.487,944,152982.13,152982.1257639257,130157.23,130157.2286159604,1,11.92,11.915,2013-04-23,819.78,819.77846882,463.48,463.4849,960579.71,960579.7108,0.3496,54,823.2,823.1997041793,823.2,823.1997041793,2,13.9,13.902,2013-04-23,2.49,2.48700626,2.29,2.2879,5019.26,5019.2595,0.486,998,153805.33,153805.325468105,130980.43,130980.4283201397,12,11.92,11.924,2013-04-23,823.51,823.51127321,465.78,465.7806,970099.27,970099.2743,2013-04-23
661,0.6767,1360,333116.46,333116.4552511382,281704.45,281704.4471912811,1,18.34,18.337,2017-10-30,2575.97,2575.97180098,1197.31,1197.3146,2079907.56,2079907.5616,0.3335,51,1028.58,1028.5755935237,1028.58,1028.5755935237,2,22.92,22.915,2017-10-30,3.42,3.42074222,2.56,2.5568,5212.4,5212.4006,0.675,1411,334145.03,334145.0308446619,282733.02,282733.0227848048,12,18.35,18.348,2017-10-30,2593.13,2593.13487982,1200.12,1200.1168,2112863.84,2112863.838,2017-10-30
662,0.6024,734,28161.71,28161.7093969936,7886.96,7886.9606263788,1,36.45,36.445,2003-07-07,51.72,51.72166564,50.51,50.514,59025.7,59025.7022,0.1094,54,430.67,430.6665846164,430.67,430.6665846164,2,31.68,31.682,2003-07-07,0.46,0.46226142,0.52,0.524,1037.78,1037.7757,0.5589,788,28592.38,28592.37598161,8317.63,8317.6272109952,12,36.37,36.369,2003-07-07,52.18,52.18392706,51.04,51.038,60063.48,60063.4779,2003-07-07
663,0.405,944,153634.32,153634.3181815741,130808.86,130808.8559704244,1,11.97,11.969,2013-04-16,669.31,669.30533855,350.94,350.9406,797974.31,797974.3094,0.2636,54,813.24,813.2368973101,813.24,813.2368973101,2,13.71,13.713,2013-04-16,2.23,2.22656532,1.88,1.88,3784.27,3784.2684,0.404,998,154447.56,154447.5550788842,131622.09,131622.0928677345,12,11.98,11.977,2013-04-16,672.62,672.61931867,352.83,352.8321,805900.39,805900.3866,2013-04-16
664,0.511,1095,248969.82,248969.8190723945,215582.23,215582.2310792466,1,14.38,14.383,2016-06-08,1774.93,1774.92544027,873.82,873.8156,1429942.67,1429942.6679,0.2053,52,1045.81,1045.8127105348,1045.81,1045.8127105348,2,28.67,28.67,2016-06-08,3.02,3.02266542,1.93,1.9315,3027.11,3027.1079,0.5093,1147,250015.63,250015.6317829293,216628.04,216628.0437897814,12,14.41,14.412,2016-06-08,1785.69,1785.69211825,875.78,875.7826,1444462.38,1444462.3815,2016-06-08
665,0.516,1217,302662.88,302662.8816948312,252996.82,252996.8231944859,1,16.83,16.829,2017-02-28,1866.64,1866.64304743,910.32,910.3164,1516158.03,1516158.0275,0.2118,51,1059.26,1059.2572816038,1059.26,1059.2572816038,2,28.76,28.755,2017-02-28,2.34,2.34253821,1.72,1.718,3260.5,3260.503,0.5144,1268,303722.14,303722.138976435,254056.08,254056.0804760897,12,16.85,16.853,2017-02-28,1886.28,1886.27769855,912.18,912.1821,1560332.72,1560332.7203,2017-02-28
666,1.534,481,19150.61,19150.608775877,5658.18,5658.1797356457,1,50.09,50.087,2000-05-10,84.17,84.17423183,95.18,95.1755,67744.23,67744.2319,0.1821,54,151.57,151.5710506701,151.57,151.5710506701,2,3.08,3.084,2000-05-10,0.3,0.29769751,0.12,0.1238,1483.9,1483.8955,1.3235,535,19302.18,19302.1798265471,5809.75,5809.7507863158,12,44.74,44.739,2000-05-10,84.47,84.47192934,95.3,95.2993,69228.13,69228.1274,2000-05-10
667,,,,,,,1,,,2007-09-08,,,,,,,,,,,,,2,,,2007-09-08,,,,,,,,,,,,,12,,,2007-09-08,,,,,,,2007-09-08
668,1.1466,513,22698.81,22698.8100456324,6881.74,6881.7390126731,1,56.59,56.589,2000-09-11,72.29,72.28638417,77.52,77.5233,56856.06,56856.0641,0.5634,55,262.66,262.6568870085,262.66,262.6568870085,2,19.82,19.82,2000-09-11,1.39,1.38953551,0.51,0.5147,4793.01,4793.006,1.0612,568,22961.47,22961.4669326409,7144.4,7144.3958996816,12,55.45,55.454,2000-09-11,73.68,73.67591968,78.04,78.038,61649.07,61649.0701,2000-09-11
669,,,,,,,1,,,2017-02-11,,,,,,,,,,,,,2,,,2017-02-11,,,,,,,,,,,,,12,,,2017-02-11,,,,,,,2017-02-11
670,0.905,827,27655.34,27655.3372087323,7604.99,7604.9854998651,1,26.2,26.198,2004-11-18,72.55,72.54544265,78.81,78.8093,114212.82,114212.8217,0.1675,54,332.51,332.5124387912,332.51,332.5124387912,2,22.36,22.36,2004-11-18,0.61,0.6101477,0.66,0.6636,1678.13,1678.1349,0.8508,881,27987.85,27987.8496475235,7937.5,7937.4979386563,12,26.15,26.147,2004-11-18,73.16,73.15559035,79.47,79.4729,115890.96,115890.9566,2004-11-18
671,,,,,,,1,,,1995-02-18,,,,,,,,,,,,,2,,,1995-02-18,,,,,,,,,,,,,12,,,1995-02-18,,,,,,,1995-02-18
672,0.9256,830,27127.72,27127.7223923439,7342.73,7342.7310226496,1,25.68,25.682,2004-08-31,68.1,68.10485504,75.95,75.9469,114683.51,114683.513,0.1841,54,344.36,344.3571188557,344.36,344.3571188557,2,23.22,23.224,2004-08-31,0.63,0.62862417,0.86,0.8627,1843.81,1843.8111,0.8702,884,27472.08,27472.0795111996,7687.09,7687.0881415053,12,25.65,25.65,2004-08-31,68.73,68.73347921,76.81,76.8096,116527.32,116527.3241,2004-08-31
673,2.2999,1021,308342.66,308342.6624809774,274877.3,274877.3005624963,1,20.07,20.069,2015-04-09,8184.43,8184.42737912,2609.12,2609.1183,5855042.15,5855042.1463,0.8882,53,955.57,955.5706041065,955.57,955.5706041065,2,17.17,17.174,2015-04-09,7.82,7.82086537,5.37,5.3744,13414.19,13414.1938,2.2916,1074,309298.23,309298.2330850839,275832.87,275832.8711666028,12,20.06,20.059,2015-04-09,8240.34,8240.3417035,2615.04,2615.0428,5954040.63,5954040.6319,2015-04-09
